,Year_Birth,Education,Status,Income,Num_of_kids,Num_of_Teen,Registration_date,Recency,Mnt_Fruits,Mnt_Meat,Mnt_sweet,Mnt_Wines,Mnt_Gold_Products,Mnt_Fish,Num_Web_Purchases,Num_Store_Purchases,Num_Deals_Purchases,Num_Catalog_Purchases,Num_Web_Visits,Response_Campaign_1,Response_Campaign_2,Response_Campaign_3,Response_Campaign_4,Response_Campaign_5,Complain,Response,Status_cat,Mnt_all
887,0.6666666666666714,0.75,Married,0.25688032977752606,0.5,0.5,0.7806026365348391,0.18181818181818182,0.01951951951951952,0.0,0.007121057985757883,0.0,0.0,0.012048192771084336,0.2,0.18181818181818182,0.0,0.23076923076923078,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.012698412698412698
888,0.17647058823529704,0.5,Together,0.14916139589036786,0.5,0.0,0.1421845574387941,0.9292929292929294,0.00975975975975976,0.011235955056179775,0.02034587995930824,0.017241379310344827,0.0,0.09638554216867469,0.2,0.09090909090909091,0.09090909090909091,0.15384615384615385,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.023412698412698413
889,0.9019607843137294,0.0,Single,0.11051952547279652,0.5,0.0,0.5885122410546142,0.3434343434343435,0.0007507507507507507,0.056179775280898875,0.010172939979654119,0.08189655172413793,0.015151515151515152,0.06024096385542168,0.2,0.18181818181818182,0.0,0.23076923076923078,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02142857142857143
890,0.3529411764705941,1.0,Married,0.45017149690046887,0.0,0.5,0.44726930320150693,0.7474747474747475,0.7147147147147147,0.06741573033707865,0.18209562563580875,0.2025862068965517,0.06060606060606061,0.048192771084337345,0.2,0.4545454545454546,0.36363636363636365,0.6923076923076923,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4801587301587302
891,0.29411764705882604,1.0,Widow,0.200371314390006,0.5,0.5,0.849340866290019,0.010101010101010102,0.02027027027027027,0.0,0.011190233977619531,0.0,0.005050505050505051,0.020080321285140562,0.2,0.18181818181818182,0.0,0.23076923076923078,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.015873015873015872
892,0.2549019607843164,0.25,Single,0.2461059190031153,0.0,0.5,0.638418079096045,0.30303030303030304,0.11711711711711711,0.16292134831460675,0.05595116988809765,0.12931034482758622,0.16161616161616163,0.18875502008032127,0.2,0.2727272727272727,0.18181818181818182,0.5384615384615385,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13690476190476192
893,0.6666666666666714,0.5,Married,0.44487240001258693,0.0,0.5,0.9990583804143114,0.494949494949495,0.11336336336336336,0.4550561797752809,0.08646998982706003,0.7241379310344828,0.4595959595959596,0.2570281124497992,0.2,0.36363636363636365,0.18181818181818182,0.8461538461538463,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2523809523809524
894,0.5686274509803937,0.25,Divorced,0.14133232637905535,0.5,0.5,0.37853107344632697,0.010101010101010102,0.003003003003003003,0.011235955056179775,0.011190233977619531,0.030172413793103446,0.025252525252525256,0.10441767068273092,0.2,0.09090909090909091,0.18181818181818182,0.15384615384615385,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.02023809523809524
895,0.5098039215686327,0.5,Married,0.20100695427798232,0.5,0.5,0.37853107344632697,0.9494949494949496,0.01876876876876877,0.0056179775280898875,0.008138351983723296,0.008620689655172414,0.005050505050505051,0.004016064257028112,0.2,0.09090909090909091,0.0,0.23076923076923078,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.013492063492063493
896,0.8039215686274517,0.5,Single,0.17452693735764369,0.5,0.0,0.4943502824858754,0.5757575757575758,0.008258258258258258,0.016853932584269662,0.021363173957273652,0.008620689655172414,0.010101010101010102,0.024096385542168672,0.2,0.18181818181818182,0.0,0.23076923076923078,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01626984126984127
897,0.19607843137255543,0.75,Together,0.22823248056892914,0.0,0.0,0.5263653483992456,0.18181818181818182,0.08483483483483484,0.34269662921348315,0.20651068158697863,0.14655172413793102,0.13131313131313133,0.18875502008032127,0.2,0.6363636363636364,0.09090909090909091,0.5384615384615385,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1904761904761905
898,0.5686274509803937,0.5,Single,0.14940684099562607,0.5,0.0,0.28907721280602594,0.020202020202020204,0.0022522522522522522,0.09550561797752809,0.0254323499491353,0.08620689655172414,0.005050505050505051,0.15662650602409636,0.2,0.18181818181818182,0.0,0.23076923076923078,0.6428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04007936507936508
899,0.6274509803921617,1.0,Married,0.2133421441832657,0.5,0.0,0.8267419962335207,0.14141414141414144,0.014264264264264264,0.016853932584269662,0.018311291963377416,0.01293103448275862,0.005050505050505051,0.012048192771084336,0.2,0.18181818181818182,0.0,0.23076923076923078,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.017063492063492065
900,0.6666666666666714,1.0,Divorced,0.3590547216715441,0.5,0.0,0.5725047080979273,0.08080808080808081,0.44144144144144143,0.03932584269662921,0.0762970498474059,0.47413793103448276,0.07575757575757576,0.06024096385542168,0.2,0.7272727272727273,0.36363636363636365,0.6923076923076923,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.31984126984126987
901,0.6862745098039227,0.5,Together,0.20630605116586426,0.5,0.5,0.7777777777777768,0.42424242424242425,0.0045045045045045045,0.028089887640449437,0.004069175991861648,0.034482758620689655,0.0,0.020080321285140562,0.2,0.09090909090909091,0.0,0.23076923076923078,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.009523809523809525
902,0.19607843137255543,0.5,Married,0.17200667107209167,0.5,0.5,0.5216572504708097,0.33333333333333337,0.008258258258258258,0.0,0.006103763987792471,0.01293103448275862,0.005050505050505051,0.024096385542168672,0.2,0.09090909090909091,0.0,0.23076923076923078,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.009126984126984128
903,0.9411764705882391,0.5,Single,0.11310613927436357,0.5,0.0,0.8832391713747647,0.0,0.0045045045045045045,0.0898876404494382,0.023397761953204477,0.04741379310344827,0.0,0.1365461847389558,0.2,0.2727272727272727,0.09090909090909091,0.15384615384615385,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.034126984126984124
904,0.6274509803921617,1.0,Divorced,0.20364391579344854,0.5,0.5,0.8107344632768356,0.37373737373737376,0.01126126126126126,0.0,0.007121057985757883,0.017241379310344827,0.010101010101010102,0.08032128514056225,0.2,0.09090909090909091,0.09090909090909091,0.15384615384615385,0.3571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.01746031746031746
905,0.9019607843137294,1.0,Single,0.24228578621101987,0.0,0.0,0.594161958568737,0.23232323232323235,0.09309309309309309,0.46629213483146065,0.2706002034587996,0.36637931034482757,0.297979797979798,0.14056224899598393,0.2,0.4545454545454546,0.18181818181818182,0.8461538461538463,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2571428571428572
906,0.49019607843137436,0.5,Married,0.3636615374933132,0.0,0.5,0.3728813559322024,0.3434343434343435,0.26726726726726724,0.0,0.10783316378433368,0.08189655172413793,0.045454545454545456,0.4698795180722891,0.2,0.6363636363636364,0.09090909090909091,0.6153846153846154,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2392857142857143
907,0.7254901960784323,0.5,Single,0.22115862676610343,0.5,0.5,0.6497175141242941,0.4545454545454546,0.016516516516516516,0.011235955056179775,0.013224821973550354,0.0,0.005050505050505051,0.040160642570281124,0.2,0.18181818181818182,0.0,0.23076923076923078,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01746031746031746
908,0.5882352941176521,0.75,Divorced,0.2588690644765411,0.5,0.5,0.6318267419962336,0.25252525252525254,0.04204204204204204,0.0,0.008138351983723296,0.0,0.0,0.012048192771084336,0.2,0.18181818181818182,0.0,0.23076923076923078,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.025
909,0.5490196078431424,0.75,Together,0.20404669750464144,0.5,0.5,0.7570621468926557,0.5656565656565657,0.006006006006006006,0.0,0.013224821973550354,0.008620689655172414,0.015151515151515152,0.028112449799196783,0.1,0.09090909090909091,0.0,0.23076923076923078,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.011507936507936509
910,0.529411764705884,0.5,Divorced,0.4543314767613833,0.0,0.0,0.14595103578154323,0.10101010101010102,0.5983483483483484,0.8595505617977528,0.2970498474059003,0.3103448275862069,0.48989898989898994,0.12048192771084336,0.1,1.0,0.36363636363636365,0.46153846153846156,0.2857142857142857,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5702380952380952
911,0.15686274509804576,1.0,Divorced,0.204185153717864,0.5,0.5,0.5903954802259879,0.24242424242424243,0.006006006006006006,0.0,0.002034587995930824,0.0,0.0,0.0,0.1,0.0,0.0,0.23076923076923078,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.002380952380952381
912,0.9019607843137294,0.5,Together,0.09267126089555996,0.5,0.0,0.2024482109227872,0.21212121212121213,0.0007507507507507507,0.011235955056179775,0.006103763987792471,0.017241379310344827,0.015151515151515152,0.04417670682730923,0.1,0.0,0.09090909090909091,0.15384615384615385,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.009126984126984128
913,0.3137254901960844,0.25,Married,0.3129802699896158,0.0,0.5,0.752354048964218,0.18181818181818182,0.02102102102102102,0.0,0.008138351983723296,0.01293103448275862,0.0,0.0,0.1,0.09090909090909091,0.0,0.23076923076923078,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.013888888888888888
914,0.41176470588235503,0.25,Divorced,0.493867019100664,0.0,0.5,0.45009416195856744,0.020202020202020204,0.737987987987988,0.42696629213483145,0.1861648016276704,0.7758620689655172,0.696969696969697,0.10843373493975902,0.1,0.5454545454545454,0.2727272727272727,0.3076923076923077,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.6281746031746032
915,0.882352941176471,0.5,Single,0.14672582523049815,0.0,0.0,0.20809792843691177,0.5050505050505051,0.0037537537537537537,0.0056179775280898875,0.00508646998982706,0.01293103448275862,0.020202020202020204,0.012048192771084336,0.1,0.0,0.0,0.23076923076923078,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006746031746031746
917,0.5490196078431424,1.0,Married,0.1893011107964379,1.0,0.0,0.536723163841808,0.38383838383838387,0.008258258258258258,0.0,0.004069175991861648,0.0,0.0,0.004016064257028112,0.1,0.09090909090909091,0.0,0.15384615384615385,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.004761904761904762
918,0.2156862745098067,0.75,Married,0.18843890619591558,0.5,0.5,0.058380414312617646,0.24242424242424243,0.006006006006006006,0.0,0.007121057985757883,0.0,0.0,0.008032128514056224,0.1,0.09090909090909091,0.0,0.15384615384615385,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005158730158730159
919,0.2549019607843164,0.5,Married,0.37331571163346866,0.0,0.0,0.6271186440677958,0.5151515151515152,0.2987987987987988,0.34269662921348315,0.2685656154628688,0.5948275862068966,0.3080808080808081,0.21285140562248994,0.1,0.2727272727272727,0.36363636363636365,0.46153846153846156,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.38531746031746034
920,0.7843137254902004,0.5,Divorced,0.3365681739513515,0.0,0.0,0.703389830508474,0.9191919191919192,0.6816816816816816,0.2696629213483146,0.21973550356052898,0.13793103448275862,0.06060606060606061,0.09638554216867469,0.1,0.18181818181818182,0.2727272727272727,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4904761904761905
921,0.7450980392156907,0.5,Together,0.19414078479499042,0.5,0.0,0.6111111111111107,0.8181818181818182,0.012012012012012012,0.016853932584269662,0.014242115971515767,0.008620689655172414,0.005050505050505051,0.04417670682730923,0.1,0.09090909090909091,0.0,0.23076923076923078,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.017063492063492065
922,0.07843137254901933,1.0,Together,0.4285975014946978,0.0,0.0,0.638418079096045,0.030303030303030304,0.25900900900900903,0.29775280898876405,0.5361139369277721,0.4224137931034483,0.37878787878787884,0.38955823293172687,0.1,0.7272727272727273,0.2727272727272727,0.38461538461538464,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.4726190476190476
923,0.3333333333333357,1.0,Widow,0.48769942414802225,0.0,0.5,0.6271186440677958,0.8383838383838385,0.6456456456456456,0.15730337078651685,0.4150559511698881,0.3146551724137931,0.2828282828282829,0.22489959839357426,0.1,0.7272727272727273,0.8181818181818182,0.3076923076923077,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5861111111111111
924,0.8235294117647101,0.75,Married,0.20617388841687906,0.0,0.0,0.5838041431261765,0.24242424242424243,0.06606606606606606,0.2191011235955056,0.05391658189216683,0.27586206896551724,0.14141414141414144,0.6144578313253012,0.1,0.2727272727272727,0.4545454545454546,0.23076923076923078,0.42857142857142855,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.16706349206349208
925,0.6078431372549034,1.0,Married,0.2502721923282671,0.5,0.0,0.5800376647834273,0.6161616161616162,0.0075075075075075074,0.0056179775280898875,0.006103763987792471,0.0,0.0,0.004016064257028112,0.1,0.09090909090909091,0.0,0.15384615384615385,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005555555555555556
927,0.6274509803921617,0.25,Divorced,0.17408351427043017,0.5,0.0,0.7212806026365346,0.5454545454545455,0.0015015015015015015,0.016853932584269662,0.009155645981688708,0.04741379310344827,0.010101010101010102,0.040160642570281124,0.1,0.09090909090909091,0.0,0.23076923076923078,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.013095238095238096
928,0.27450980392157476,0.25,Married,0.43508606312344633,0.0,0.0,0.39736346516007437,0.5454545454545455,0.2927927927927928,0.12359550561797752,0.3275686673448627,0.4482758620689655,0.1767676767676768,0.429718875502008,0.1,0.5454545454545454,0.7272727272727273,0.46153846153846156,0.21428571428571427,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3873015873015873
929,0.8431372549019613,0.5,Single,0.47896409578652566,0.0,0.0,0.44067796610169374,0.37373737373737376,0.33783783783783783,0.747191011235955,0.9664292980671413,0.7456896551724138,0.0,0.8674698795180722,0.1,0.2727272727272727,0.5454545454545454,0.46153846153846156,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7611111111111111
930,0.19607843137255543,0.75,Divorced,0.3400232858176783,0.0,0.5,0.6600753295668547,0.686868686868687,0.03753753753753754,0.0056179775280898875,0.026449643947100712,0.02586206896551724,0.03535353535353536,0.004016064257028112,0.1,0.09090909090909091,0.09090909090909091,0.3076923076923077,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.034523809523809526
931,0.27450980392157476,1.0,Together,0.45161270021083105,0.0,0.0,0.4425612052730692,0.17171717171717174,0.9301801801801802,0.09550561797752809,0.4191251271617497,0.09913793103448276,0.17171717171717174,0.0682730923694779,0.1,0.4545454545454546,0.5454545454545454,0.38461538461538464,0.14285714285714285,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.25,0.6896825396825397
932,0.49019607843137436,0.0,Together,0.12040655778973537,0.0,0.0,0.3512241054613927,0.4747474747474748,0.0015015015015015015,0.1292134831460674,0.010172939979654119,0.034482758620689655,0.030303030303030304,0.18473895582329317,0.1,0.18181818181818182,0.09090909090909091,0.15384615384615385,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.036111111111111115
933,0.19607843137255543,0.25,Widow,0.15705340004405427,0.0,0.0,0.2758945386064031,0.9696969696969697,0.018018018018018018,0.0056179775280898875,0.10885045778229908,0.125,0.14646464646464646,0.056224899598393566,0.1,0.36363636363636365,0.09090909090909091,0.3076923076923077,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.07936507936507936
934,0.5098039215686327,0.5,Together,0.2607319298908084,0.0,0.5,0.6967984934086626,0.0,0.05855855855855856,0.0,0.010172939979654119,0.0,0.0,0.028112449799196783,0.1,0.18181818181818182,0.09090909090909091,0.23076923076923078,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.036111111111111115
935,0.6666666666666714,1.0,Married,0.46015293118096856,0.0,0.0,0.1741996233521661,0.6464646464646465,0.5623123123123123,0.2247191011235955,0.2980671414038657,0.521551724137931,0.8080808080808082,0.5903614457831324,0.1,0.2727272727272727,0.18181818181818182,0.38461538461538464,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5976190476190476
937,0.15686274509804576,0.75,Married,0.4921237295069071,0.0,0.0,0.48870056497175085,0.04040404040404041,0.13438438438438438,0.15730337078651685,0.5279755849440487,0.47844827586206895,0.6212121212121212,0.18875502008032127,0.1,0.2727272727272727,0.7272727272727273,1.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.39801587301587305
939,0.6274509803921617,1.0,Single,0.320740111394317,0.5,0.5,0.910546139359699,0.787878787878788,0.009009009009009009,0.0,0.003051881993896236,0.0,0.0,0.0,0.1,0.09090909090909091,0.0,0.15384615384615385,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004365079365079365
940,0.7254901960784323,1.0,Married,0.15796250110389393,0.5,0.0,0.3003766478342751,0.31313131313131315,0.006756756756756757,0.0,0.00508646998982706,0.017241379310344827,0.005050505050505051,0.020080321285140562,0.1,0.09090909090909091,0.0,0.15384615384615385,0.6428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.007936507936507936
941,0.7058823529411811,0.25,Together,0.49607602504798765,0.0,0.0,0.9397363465160069,0.30303030303030304,0.7042042042042042,0.797752808988764,0.7660223804679551,0.6853448275862069,0.4090909090909091,0.7349397590361445,0.1,0.4545454545454546,0.9090909090909092,0.46153846153846156,0.14285714285714285,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.25,0.8936507936507937
942,0.2156862745098067,0.5,Together,0.5056295037603449,0.0,0.0,0.6553672316384169,0.5757575757575758,0.6764264264264265,0.1741573033707865,0.34994913530010174,0.3232758620689655,0.15656565656565657,0.7670682730923694,0.1,0.36363636363636365,0.36363636363636365,0.8461538461538463,0.07142857142857142,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.6226190476190476
943,0.882352941176471,0.5,Married,0.5035400736335316,0.0,0.0,0.8380414312617699,0.31313131313131315,0.7957957957957957,0.34269662921348315,0.8484231943031535,0.3448275862068966,0.10101010101010102,0.4056224899598393,0.1,0.36363636363636365,0.6363636363636364,0.7692307692307693,0.07142857142857142,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8539682539682539
944,0.7058823529411811,0.5,Single,0.1275118789137481,0.5,0.0,0.1704331450094152,0.6464646464646465,0.016516516516516516,0.0,0.00508646998982706,0.02586206896551724,0.010101010101010102,0.024096385542168672,0.1,0.09090909090909091,0.0,0.23076923076923078,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014682539682539682
945,0.17647058823529704,0.5,Widow,0.273652411970169,0.5,0.5,0.41619585687382177,0.7171717171717172,0.014264264264264264,0.0056179775280898875,0.009155645981688708,0.008620689655172414,0.005050505050505051,0.0321285140562249,0.1,0.09090909090909091,0.0,0.23076923076923078,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.014285714285714287
946,0.6078431372549034,0.5,Together,0.5123131627804525,0.0,0.0,0.4303201506591332,0.98989898989899,0.7484984984984985,0.08426966292134831,0.4201424211597152,0.4267241379310345,0.15151515151515152,0.3052208835341365,0.1,0.4545454545454546,0.5454545454545454,0.9230769230769231,0.14285714285714285,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.25,0.6452380952380953
947,0.19607843137255543,0.5,Single,0.43286447024764785,0.0,0.0,0.524482109227872,0.7070707070707072,0.37762762762762764,0.15168539325842695,0.4252288911495422,0.3879310344827586,0.7020202020202021,0.6144578313253012,0.1,0.4545454545454546,0.6363636363636364,0.6923076923076923,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5261904761904762
948,0.764705882352942,0.25,Single,0.17846376537965325,0.5,0.0,0.7344632768361574,0.030303030303030304,0.0022522522522522522,0.02247191011235955,0.006103763987792471,0.06465517241379311,0.04040404040404041,0.04417670682730923,0.1,0.09090909090909091,0.0,0.23076923076923078,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017063492063492065
949,0.8235294117647101,0.75,Married,0.20374461122124676,0.0,0.0,0.7834274952919014,0.13131313131313133,0.04954954954954955,0.011235955056179775,0.03967446592065107,0.017241379310344827,0.015151515151515152,0.056224899598393566,0.1,0.2727272727272727,0.09090909090909091,0.23076923076923078,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.049206349206349205
950,0.8235294117647101,0.5,Married,0.1673683879291356,0.5,0.0,0.8135593220338979,0.30303030303030304,0.0037537537537537537,0.016853932584269662,0.012442991530170195,0.05172413793103448,0.025252525252525256,0.03614457831325301,0.1,0.18181818181818182,0.0,0.23076923076923078,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.016758516140538613
951,0.764705882352942,0.75,Married,0.41636930048145004,0.0,0.0,0.805084745762711,0.8080808080808082,0.4924924924924925,0.0898876404494382,0.10681586978636826,0.13793103448275862,0.08080808080808081,0.0321285140562249,0.1,0.6363636363636364,0.2727272727272727,0.9230769230769231,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32896825396825397
953,0.3529411764705941,0.5,Together,0.21890556656911797,1.0,0.5,0.8446327683615813,0.9696969696969697,0.0015015015015015015,0.0,0.004069175991861648,0.008620689655172414,0.0,0.004016064257028112,0.1,0.0,0.0,0.23076923076923078,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.001984126984126984
954,0.9803921568627487,1.0,Together,0.4102079989930457,0.0,0.0,0.487758945386064,0.5656565656565657,0.68993993993994,0.0,0.5127161749745676,0.4267241379310345,0.15151515151515152,0.18072289156626503,0.1,0.36363636363636365,0.8181818181818182,0.7692307692307693,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.6321428571428571
955,0.7450980392156907,0.5,Married,0.42873595770792033,0.0,0.0,0.001883239171373674,0.9494949494949496,0.4099099099099099,0.4044943820224719,0.3814852492370295,0.4051724137931034,0.7323232323232324,0.2891566265060241,0.1,0.4545454545454546,0.4545454545454546,0.6153846153846154,0.21428571428571427,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5158730158730159
956,0.9215686274509807,0.25,Together,0.2624500456276157,0.5,0.0,0.9698681732580035,0.9393939393939394,0.02252252252252252,0.06179775280898876,0.024415055951169887,0.125,0.005050505050505051,0.07228915662650602,0.1,0.09090909090909091,0.09090909090909091,0.3076923076923077,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.04325396825396825
957,0.6862745098039227,0.5,Divorced,0.17846376537965325,0.5,0.0,0.49152542372881314,0.7777777777777778,0.0022522522522522522,0.0056179775280898875,0.002034587995930824,0.034482758620689655,0.0,0.020080321285140562,0.1,0.09090909090909091,0.0,0.15384615384615385,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.005952380952380952
958,0.647058823529413,0.5,Together,0.45438811793951983,0.0,0.5,0.2627118644067785,0.8787878787878789,0.8055555555555556,0.0,0.6388606307222787,0.625,0.18686868686868688,0.14859437751004015,0.1,0.9090909090909092,0.4545454545454546,1.0,0.42857142857142855,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.7603174603174603
959,0.882352941176471,1.0,Together,0.19395198086786875,0.5,0.0,0.7241054613935969,0.6666666666666667,0.003003003003003003,0.0056179775280898875,0.008138351983723296,0.01293103448275862,0.0,0.0,0.1,0.09090909090909091,0.0,0.15384615384615385,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.004761904761904762
960,0.27450980392157476,0.5,Single,0.43679159193177886,0.0,0.0,0.5809792843691142,0.797979797979798,0.3003003003003003,0.1797752808988764,0.5269582909460834,0.30603448275862066,0.37878787878787884,0.21686746987951805,0.1,0.2727272727272727,0.36363636363636365,0.6923076923076923,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45476190476190476
961,0.4705882352941231,0.5,Single,0.413864501714969,0.0,0.5,0.7956685499058374,0.14141414141414144,0.36936936936936937,0.028089887640449437,0.03153611393692777,0.05603448275862069,0.025252525252525256,0.08433734939759036,0.1,0.8181818181818182,0.09090909090909091,0.5384615384615385,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22341269841269842
962,0.9215686274509807,0.5,Single,0.41003807545863624,0.0,0.0,0.2570621468926557,0.9595959595959597,0.34234234234234234,0.10674157303370786,0.8453713123092573,0.3232758620689655,0.595959595959596,0.15261044176706826,0.1,0.36363636363636365,0.4545454545454546,0.8461538461538463,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6083333333333334
963,0.39215686274510375,1.0,Together,0.18302023348752322,0.5,0.5,0.8361581920903944,0.10101010101010102,0.0037537537537537537,0.0,0.002034587995930824,0.0,0.0,0.004016064257028112,0.1,0.09090909090909091,0.0,0.15384615384615385,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0015873015873015873
964,0.8627450980392197,0.0,Single,0.0823122187608169,0.0,0.0,0.6516007532956678,0.5151515151515152,0.0007507507507507507,0.016853932584269662,0.003051881993896236,0.008620689655172414,0.015151515151515152,0.04417670682730923,0.1,0.0,0.0,0.23076923076923078,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007539682539682541
965,0.4705882352941231,0.5,Married,0.280084332420781,0.5,0.5,0.9143126177024481,0.5555555555555556,0.017267267267267267,0.0,0.010172939979654119,0.01293103448275862,0.010101010101010102,0.008032128514056224,0.1,0.09090909090909091,0.0,0.23076923076923078,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.014285714285714287
966,0.29411764705882604,0.5,Divorced,0.14253437804839675,1.0,0.5,0.6252354048964222,0.6161616161616162,0.0037537537537537537,0.0056179775280898875,0.012207527975584944,0.01293103448275862,0.025252525252525256,0.004016064257028112,0.1,0.09090909090909091,0.0,0.23076923076923078,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.009126984126984128
967,0.2156862745098067,0.5,Single,0.4325246231788288,0.0,0.0,0.3041431261770242,0.8787878787878789,0.47372372372372373,0.15730337078651685,0.49847405900305186,0.12931034482758622,0.07070707070707072,0.22489959839357426,0.1,0.5454545454545454,0.6363636363636364,0.6153846153846154,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49404761904761907
